date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:25:05	1658/1658	---MCZ	200	added ('OK')	text/css	etag:W/%22983ffc077d932c5e7046dba7a8e8b585%22	https://www.gravitee.io/hs-fs/hubfs/hub_generated/module_assets/1/187807048727/1742921030784/module_logo_scroller.min.css	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hs-fs/hubfs/hub_generated/module_assets/1/187807048727/1742921030784/module_logo_scroller.min.css	(from https://www.gravitee.io/)
11:25:06	1576/1576	---MCZ	200	added ('OK')	text/css	etag:W/%2203044949965463100cec058d718de534%22	https://www.gravitee.io/hs-fs/hubfs/hub_generated/module_assets/1/187851309211/1744142712186/module_icon_cards.min.css	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hs-fs/hubfs/hub_generated/module_assets/1/187851309211/1744142712186/module_icon_cards.min.css	(from https://www.gravitee.io/)
11:25:06	2219/2219	---MCZ	200	added ('OK')	text/css	etag:W/%22381f6531eba0bea6ae8713944162d235%22	https://www.gravitee.io/hs-fs/hubfs/hub_generated/module_assets/1/187847950112/1744144036930/module_testimonial_scroller.min.css	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hs-fs/hubfs/hub_generated/module_assets/1/187847950112/1744144036930/module_testimonial_scroller.min.css	(from https://www.gravitee.io/)
11:25:06	975/975	---MCZ	200	added ('OK')	text/css	etag:W/%22e491321d4b2fdd595078fec0ad49c208%22	https://www.gravitee.io/hs-fs/hubfs/hub_generated/module_assets/1/187931902621/1744038081549/module_call_to_action_gradient.min.css	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hs-fs/hubfs/hub_generated/module_assets/1/187931902621/1744038081549/module_call_to_action_gradient.min.css	(from https://www.gravitee.io/)
11:25:06	184/184	---MCZ	200	added ('OK')	text/css	etag:W/%2232f6bea1701e7e3adc098ecd0c8721d6%22	https://www.gravitee.io/hs-fs/hubfs/hub_generated/module_assets/1/65512691030/1744144575483/module_global-footer.min.css	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hs-fs/hubfs/hub_generated/module_assets/1/65512691030/1744144575483/module_global-footer.min.css	(from https://www.gravitee.io/)
11:25:07	30384/30384	---M--	200	added ('OK')	font/woff2	etag:%22e31f7a2c5013d0efffa6ff45aee67efd%22	https://www.gravitee.io/_hcms/googlefonts/Manrope/regular.woff2	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/_hcms/googlefonts/Manrope/regular.woff2	(from https://www.gravitee.io/)
11:25:08	39388/39388	---M--	200	added ('OK')	font/woff	etag:%229fb5e76fdbbbf7f270e87e7d9ca1351f%22	https://www.gravitee.io/_hcms/googlefonts/Manrope/regular.woff	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/_hcms/googlefonts/Manrope/regular.woff	(from https://www.gravitee.io/)
11:25:08	30572/30572	---M--	200	added ('OK')	font/woff2	etag:%2278e6f4ab8a32e7b4f271c8b223f340c6%22	https://www.gravitee.io/_hcms/googlefonts/Manrope/700.woff2	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/_hcms/googlefonts/Manrope/700.woff2	(from https://www.gravitee.io/)
11:25:09	39484/39484	---M--	200	added ('OK')	font/woff	etag:%2290674a33e061c15d487034dad582469a%22	https://www.gravitee.io/_hcms/googlefonts/Manrope/700.woff	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/_hcms/googlefonts/Manrope/700.woff	(from https://www.gravitee.io/)
11:25:09	17468/17468	---M--	200	added ('OK')	font/woff2	etag:%2217903c0ba39024cd6bac41aec7f4218b%22	https://www.gravitee.io/_hcms/googlefonts/Outfit/regular.woff2	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/_hcms/googlefonts/Outfit/regular.woff2	(from https://www.gravitee.io/)
11:25:10	22640/22640	---M--	200	added ('OK')	font/woff	etag:%226da586c8637ae5bda830857239b581c2%22	https://www.gravitee.io/_hcms/googlefonts/Outfit/regular.woff	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/_hcms/googlefonts/Outfit/regular.woff	(from https://www.gravitee.io/)
11:25:10	17608/17608	---M--	200	added ('OK')	font/woff2	etag:%22f0ed74bd7aa3a186378a6e0faa82c70b%22	https://www.gravitee.io/_hcms/googlefonts/Outfit/700.woff2	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/_hcms/googlefonts/Outfit/700.woff2	(from https://www.gravitee.io/)
11:25:11	23056/23056	---M--	200	added ('OK')	font/woff	etag:%228f6fb1da5ea01db733c0ec3a2dbd2d72%22	https://www.gravitee.io/_hcms/googlefonts/Outfit/700.woff	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/_hcms/googlefonts/Outfit/700.woff	(from https://www.gravitee.io/)
11:25:11	26352/26352	---M--	200	added ('OK')	font/woff2	etag:%22d4d741d6401097b23f04835fd935ddb4%22	https://www.gravitee.io/_hcms/googlefonts/Kanit/regular.woff2	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/_hcms/googlefonts/Kanit/regular.woff2	(from https://www.gravitee.io/)
11:25:11	35764/35764	---M--	200	added ('OK')	font/woff	etag:%2222c14729e148b947c1ec270ca89747a7%22	https://www.gravitee.io/_hcms/googlefonts/Kanit/regular.woff	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/_hcms/googlefonts/Kanit/regular.woff	(from https://www.gravitee.io/)
11:25:12	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2021%20Apr%202025%2005:55:12%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/Ka%20gravitee/www.googletagmanager.com/gtm.1b5445.delayed	(from https://www.gravitee.io/)
11:25:12	4002919/4002919	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Apr%202025%2015:14:23%20GMT	https://www.gravitee.io/hs-fs/hubfs/_branding/Background.png?width=2000&height=2000	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hs-fs/hubfs/_branding/Backgrounde0e1.png	(from https://www.gravitee.io/)
11:25:12	101784/101784	---M-Z	200	added ('OK')	text/css	etag:%22630e6e62-543a%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.2.0/css/all.min.css	C:/My%20Web%20Sites/Ka%20gravitee/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.2.0/css/all.min.css	(from https://www.gravitee.io/)
11:25:12	379/379	---M--	200	added ('OK')	image/png	etag:%22b100474ea44ee064da23b70885084a65%22	https://www.gravitee.io/hubfs/favicon/gravittee-favicon-32.png	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/favicon/gravittee-favicon-32.png	(from https://www.gravitee.io/)
11:25:12	564/564	---M--	200	added ('OK')	image/png	etag:%22121212ffe524b61b840ca708d9dbf2d3%22	https://www.gravitee.io/hubfs/favicon/gravittee-favicon-57.png	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/favicon/gravittee-favicon-57.png	(from https://www.gravitee.io/)
11:25:13	704/704	---M--	200	added ('OK')	image/png	etag:%22d9b6cfa51534317a76938f75f7147076%22	https://www.gravitee.io/hubfs/favicon/gravittee-favicon-76.png	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/favicon/gravittee-favicon-76.png	(from https://www.gravitee.io/)
11:25:13	845/845	---M--	200	added ('OK')	image/png	etag:%225055dd017d1a80fd1485e340db467ce5%22	https://www.gravitee.io/hubfs/favicon/gravittee-favicon-96.png	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/favicon/gravittee-favicon-96.png	(from https://www.gravitee.io/)
11:25:13	1442/1442	---M--	200	added ('OK')	image/png	etag:%2266f155f8ca4c2a6627c94d507ee4cfb0%22	https://www.gravitee.io/hubfs/favicon/gravittee-favicon-128.png	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/favicon/gravittee-favicon-128.png	(from https://www.gravitee.io/)
11:25:13	2223/2223	---M--	200	added ('OK')	image/png	etag:%22525be2889fb1fab8404780f05aa8de87%22	https://www.gravitee.io/hubfs/favicon/gravittee-favicon-228.png	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/favicon/gravittee-favicon-228.png	(from https://www.gravitee.io/)
11:25:13	1968/1968	---M--	200	added ('OK')	image/png	etag:%227c0e1a539d877b21cdf26d38994512ed%22	https://www.gravitee.io/hubfs/favicon/gravittee-favicon-196.png	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/favicon/gravittee-favicon-196.png	(from https://www.gravitee.io/)
11:25:14	1348/1348	---M--	200	added ('OK')	image/png	etag:%226452e4bba4621a9fe70f475e73335c26%22	https://www.gravitee.io/hubfs/favicon/gravittee-favicon-120.png	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/favicon/gravittee-favicon-120.png	(from https://www.gravitee.io/)
11:25:14	1716/1716	---M--	200	added ('OK')	image/png	etag:%22ae582f04efcf2225896b720353faf817%22	https://www.gravitee.io/hubfs/favicon/gravittee-favicon-152.png	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/favicon/gravittee-favicon-152.png	(from https://www.gravitee.io/)
11:25:14	1907/1907	---M--	200	added ('OK')	image/png	etag:%228239400dc5c952c87aac6d345bf298bb%22	https://www.gravitee.io/hubfs/favicon/gravittee-favicon-180.png	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/favicon/gravittee-favicon-180.png	(from https://www.gravitee.io/)
11:25:14	0/0	---M--	200	added ('OK')	application/javascript	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://client-registry.mutinycdn.com/personalize/client/1ff4dc27bb2bb8c8.js	C:/My%20Web%20Sites/Ka%20gravitee/client-registry.mutinycdn.com/personalize/client/1ff4dc27bb2bb8c8.27.delayed	(from https://www.gravitee.io/)
11:25:15	71/71	---M--	302	error ('Found')	text/plain	date:Mon,%2021%20Apr%202025%2005:55:15%20GMT	https://unpkg.com/@lottiefiles/lottie-player@latest/dist/lottie-player.js	C:/My%20Web%20Sites/Ka%20gravitee/unpkg.com/@lottiefiles/lottie-player@latest/dist/lottie-player.28.delayed	(from https://www.gravitee.io/)
11:25:15	383981/383981	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2006%20Apr%202025%2003:50:10%20GMT	https://unpkg.com/@lottiefiles/lottie-player@2.0.12/dist/lottie-player.js	C:/My%20Web%20Sites/Ka%20gravitee/unpkg.com/@lottiefiles/lottie-player@2.0.12/dist/lottie-player.js	(from https://www.gravitee.io/)
11:25:15	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d84%22	https://code.jquery.com/jquery-3.5.1.min.js	C:/My%20Web%20Sites/Ka%20gravitee/code.jquery.com/jquery-3.5.1.min.js	(from https://www.gravitee.io/)
11:25:17	82482/82482	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Apr%202025%2005:55:17%20GMT	https://www.gravitee.io/Gravitee_2025/templates/partials/header.html	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/Gravitee_2025/templates/partials/header.html	(from https://www.gravitee.io/)
11:25:17	3781/3781	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222f5698d3fca964d48a574ea0ad7a0a15%22	https://www.gravitee.io/hubfs/_branding/Horizontal_DarkMode.svg	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/_branding/Horizontal_DarkMode.svg	(from https://www.gravitee.io/)
11:25:18	173530/173530	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:26:11%20GMT	https://www.gravitee.io/?	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/indexd41d.html	(from https://www.gravitee.io/)
11:25:18	242542/242542	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:20:02%20GMT	https://www.gravitee.io/platform/api-management	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/platform/api-management.html	(from https://www.gravitee.io/)
11:25:18	979/979	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ef46c2a5f722c99853a04b8d643189e9%22	https://www.gravitee.io/hubfs/Gravitee_2022/Images/icons-outline-manage.svg	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/Gravitee_2022/Images/icons-outline-manage.svg	(from https://www.gravitee.io/)
11:25:20	222101/222101	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:27:43%20GMT	https://www.gravitee.io/platform/kafka-gateway	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/platform/kafka-gateway.html	(from https://www.gravitee.io/)
11:25:20	370/370	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222a6c182d482a3b7d1de945c69f31bbc5%22	https://www.gravitee.io/hubfs/Gravitee_2022/Images/icons-outline-deployment.svg	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/Gravitee_2022/Images/icons-outline-deployment.svg	(from https://www.gravitee.io/)
11:25:21	175257/175257	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:29:51%20GMT	https://www.gravitee.io/platform/agent-mesh	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/platform/agent-mesh.html	(from https://www.gravitee.io/)
11:25:21	2428/2428	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2203d5abe2d4db0834b1d5ef5887f6d8fe%22	https://www.gravitee.io/hubfs/_branding/icons/icons-outline-ai-v2.svg	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/_branding/icons/icons-outline-ai-v2.svg	(from https://www.gravitee.io/)
11:25:22	216967/216967	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:26:51%20GMT	https://www.gravitee.io/platform/federated-api-management	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/platform/federated-api-management.html	(from https://www.gravitee.io/)
11:25:23	200170/200170	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:24:26%20GMT	https://www.gravitee.io/platform/api-gateway	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/platform/api-gateway.html	(from https://www.gravitee.io/)
11:25:24	132347/132347	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:20:03%20GMT	https://www.gravitee.io/platform/api-designer	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/platform/api-designer.html	(from https://www.gravitee.io/)
11:25:24	526/526	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22747d46475022b42a1d1ba88b0873ebc5%22	https://www.gravitee.io/hubfs/Gravitee_2022/Images/icons-outline-design.svg	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/Gravitee_2022/Images/icons-outline-design.svg	(from https://www.gravitee.io/)
11:25:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2021%20Apr%202025%2005:55:26%20GMT	https://www.gravitee.io/platform/access-management	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/platform/access-management	(from https://www.gravitee.io/)
11:25:27	230197/230197	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:20:05%20GMT	https://www.gravitee.io/en/platform/access-management	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/en/platform/access-management.html	(from https://www.gravitee.io/)
11:25:27	591/591	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2222d364e4753bf713796f1e329d13b100%22	https://www.gravitee.io/hubfs/Gravitee_2022/Images/icons-outline-security.svg	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/Gravitee_2022/Images/icons-outline-security.svg	(from https://www.gravitee.io/)
11:25:28	132359/132359	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:20:04%20GMT	https://www.gravitee.io/platform/api-observability	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/platform/api-observability.html	(from https://www.gravitee.io/)
11:25:28	1317/1317	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22853a35251063594d838a46afe49c71e1%22	https://www.gravitee.io/hubfs/assets/icons-outline-observability.svg	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/assets/icons-outline-observability.svg	(from https://www.gravitee.io/)
11:25:29	232010/232010	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:20:06%20GMT	https://www.gravitee.io/platform/api-developer-portal	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/platform/api-developer-portal.html	(from https://www.gravitee.io/)
11:25:29	445/445	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2296b0491e9391f346a43acc1c003008b0%22	https://www.gravitee.io/hubfs/Gravitee_2022/Images/icons-outline-chart.svg	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/Gravitee_2022/Images/icons-outline-chart.svg	(from https://www.gravitee.io/)
11:25:30	113525/113525	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:25:33%20GMT	https://www.gravitee.io/pricing	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/pricing.html	(from https://www.gravitee.io/)
11:25:30	421/421	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ea4945a0a10a70620236cdb308703695%22	https://www.gravitee.io/hubfs/Gravitee_2022/Images/icons-pricing.svg	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/Gravitee_2022/Images/icons-pricing.svg	(from https://www.gravitee.io/)
11:25:31	154721/154721	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:20:25%20GMT	https://www.gravitee.io/downloads	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/downloads.html	(from https://www.gravitee.io/)
11:25:31	1823/1823	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22940475bdb8b7c5a1396fda5b512f1521%22	https://www.gravitee.io/hubfs/Gravitee_2022/Images/icons-docker.svg	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/Gravitee_2022/Images/icons-docker.svg	(from https://www.gravitee.io/)
11:25:31	3223/3223	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266ab27475184e4c757e324aeb1d28ff6%22	https://www.gravitee.io/hubfs/Gravitee_2022/Images/icons-kubernetes.svg	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/Gravitee_2022/Images/icons-kubernetes.svg	(from https://www.gravitee.io/)
11:25:31	391/391	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223eac6c7a0c7e1dd9a6c75c6898ad33eb%22	https://www.gravitee.io/hubfs/Gravitee_2022/Images/icons-zip.svg	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/hubfs/Gravitee_2022/Images/icons-zip.svg	(from https://www.gravitee.io/)
11:25:33	193262/193262	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:24:12%20GMT	https://www.gravitee.io/how-it-works	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/how-it-works.html	(from https://www.gravitee.io/)
11:25:34	97260/97260	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:24:22%20GMT	https://www.gravitee.io/use-cases/micorservices-kubernetes	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/use-cases/micorservices-kubernetes.html	(from https://www.gravitee.io/)
11:25:34	105031/105031	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:24:18%20GMT	https://www.gravitee.io/use-cases/api-security	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/use-cases/api-security.html	(from https://www.gravitee.io/)
11:25:35	93461/93461	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:24:20%20GMT	https://www.gravitee.io/use-cases/reliability	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/use-cases/reliability.html	(from https://www.gravitee.io/)
11:25:36	99159/99159	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:24:19%20GMT	https://www.gravitee.io/use-cases/event-brokers	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/use-cases/event-brokers.html	(from https://www.gravitee.io/)
11:25:37	94562/94562	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:24:21%20GMT	https://www.gravitee.io/use-cases/api-monetization	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/use-cases/api-monetization.html	(from https://www.gravitee.io/)
11:25:38	95034/95034	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:24:22%20GMT	https://www.gravitee.io/use-cases/api-catalog-developer-portal	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/use-cases/api-catalog-developer-portal.html	(from https://www.gravitee.io/)
11:25:38	136135/136135	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:20:01%20GMT	https://www.gravitee.io/industry/financial-services-banking	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/industry/financial-services-banking.html	(from https://www.gravitee.io/)
11:25:39	135631/135631	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:20:14%20GMT	https://www.gravitee.io/industry/insurance-insure-tech	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/industry/insurance-insure-tech.html	(from https://www.gravitee.io/)
11:25:40	135797/135797	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:20:13%20GMT	https://www.gravitee.io/industry/travel-hospitality	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/industry/travel-hospitality.html	(from https://www.gravitee.io/)
11:25:41	135526/135526	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:20:09%20GMT	https://www.gravitee.io/industry/software-saas	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/industry/software-saas.html	(from https://www.gravitee.io/)
11:25:42	135661/135661	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2023:20:12%20GMT	https://www.gravitee.io/industry/telecom-media	C:/My%20Web%20Sites/Ka%20gravitee/www.gravitee.io/industry/telecom-media.html	(from https://www.gravitee.io/)
